Stock Index,Stock Price
AC3706,650.6958115238039
AC3707,1527.4408446784237
AC3708,1227.8306498571596
AC3709,501.4541624764074
AC3710,123.38085781210013
AC3711,1167.127043451935
AC3712,321.6369038751725
AC3713,956.3259154941942
AC3714,1496.8079808895882
AC3715,1340.681034855876
AC3716,179.41162368235578
AC3717,830.2338999787625
AC3718,1370.122298105173
AC3719,1050.433741809202
AC3720,105.7107235660707
AC3721,315.17737247520165
AC3722,1542.8662134180956
AC3723,549.281450045171
AC3724,81.42803005685275
AC3725,807.9172621964731
AC3726,100.91252773652103
AC3727,591.3955996417467
AC3728,288.663300683524
AC3729,351.6057866380655
AC3730,582.810564382441
AC3731,1060.2649251433174
AC3732,560.1901684843483
AC3733,162.3698784577938
AC3734,479.89500863382654
AC3735,356.535896881142
AC3736,706.6869168995561
AC3737,513.5920138659155
AC3738,355.762258422371
AC3739,68.68985214727589
AC3740,370.8002518808659
AC3741,768.2968503516712
AC3742,717.6652774859976
AC3743,830.1010681583684
AC3744,67.30218237573352
AC3745,104.16533422648217
AC3746,335.5939574746553
AC3747,443.0741539323554
AC3748,104.14873406245206
AC3749,502.2864732631865
AC3750,1446.961569765852
AC3751,54.373107143563146
AC3752,84.44646552427015
AC3753,358.07283899295976
AC3754,576.7850261789904
AC3755,65.80663025188461
AC3756,342.50165178943155
AC3757,808.3044116872616
AC3758,873.2758890803027
AC3759,540.9650241109441
AC3760,221.42906354448422
AC3761,447.01023032222804
AC3762,511.67757222716614
AC3763,903.7150246736624
AC3764,453.67377595436295
AC3765,298.6804607459943
AC3766,460.5184808482593
AC3767,80.63122374893459
AC3768,1044.8471354994465
AC3769,1114.6474061763852
AC3770,137.13272172548253
AC3771,705.2752323811774
AC3772,439.22604425492517
AC3773,83.58886211037094
AC3774,250.64226847110822
AC3775,39.70557716081459
AC3776,299.3777995004565
AC3777,98.76728339921011
AC3778,881.6253144053044
AC3779,1753.1536040676292
AC3780,112.43186639087585
AC3781,650.9287012091339
AC3782,114.65752820613389
AC3783,583.538083215447
AC3784,290.5087366203876
AC3785,368.0874416894694
AC3786,405.8491250504649
AC3787,227.72505989870373
AC3788,736.0193219391581
AC3789,1448.9893258398477
AC3790,893.3107470052163
AC3791,187.21675991403438
AC3792,846.6450101598393
AC3793,295.30730328535935
AC3794,841.4917558861896
AC3795,489.6038883559052
AC3796,308.1001081623124
AC3797,112.16142306438087
AC3798,617.736353773612
AC3799,1051.8051035328115
AC3800,82.13981492019718
AC3801,90.97315633697285
AC3802,226.17226181034593
AC3803,75.12615774470787
AC3804,23.47498284840968
AC3805,31.03237053490389
AC3806,766.0731987011684
AC3807,168.0623491623585
AC3808,1423.0456932713305
AC3809,193.6080189754747
AC3810,573.5275818402232
AC3811,310.6476824393631
AC3812,566.7869731772868
AC3813,1041.5039382738091
AC3814,782.3536786977909
AC3815,179.23763215579814
AC3816,809.220409793629
AC3817,320.4641169812616
AC3818,1639.821850935642
AC3819,93.98586353869808
AC3820,143.65290934271272
AC3821,253.06019821215935
AC3822,215.47828681829614
AC3823,435.1007528500613
AC3824,429.2642576666313
AC3825,372.1579415143389
AC3826,365.80416457935274
AC3827,577.3903855919215
AD1,145.7837020909091
AD2,389.5608886429924
AD3,70.51936325069144
AD4,616.686353308201
AD5,110.66384396508538
AD6,161.12439164737762
AD7,361.2464053587602
AD8,705.1715764258719
AD9,641.9502064418036
AD10,348.9711018112945
AD11,136.30234449701518
AD12,150.44339416675834
AD13,807.6670477739284
AD14,696.1651205072102
AD15,1016.5901434500696
AD16,627.3144757118733
AD17,762.3116148961436
AD18,576.6655371032416
AD19,1542.6817478915866
AD20,201.03120040518638
AD21,843.9222255533657
AD22,1326.681938984317
AD23,1641.123263080758
AD24,319.65469522523404
AD25,741.9043109104913
AD26,551.671562437516
AD27,349.12509210570056
AD28,268.66317133677586
AD29,755.8320293396646
AD30,1126.4284877608604
AD31,277.13114353918695
AD32,398.3108489843978
AD33,498.09805001108674
AD34,229.3250396394233
AD35,693.8713475629927
AD36,195.1613595351482
AD37,38.94470403776049
AD38,1572.954980032666
AD39,793.175918143646
AD40,458.1856395133258
AD41,50.9478747931242
AD42,185.56852763204864
AD43,131.59229692194327
AD44,822.7754942078404
AD45,1715.573642188632
AD46,530.8080337333059
AD47,212.9524672195808
AD48,173.89873963183717
AD49,261.75672561134445
AD50,576.4954385688551
AD51,53.5479456972812
AD52,80.14960509093117
AD53,490.4534801607291
AD54,132.32918222111283
AD55,596.9751198090311
AD56,1140.933209586602
AD57,829.9984781636018
AD58,1190.4865213205694
AD59,621.2173116242028
AD60,610.4194397114834
AD61,830.5416383264903
AD62,1643.7170073928191
AD63,716.7161707110739
AD64,984.1675989891406
AD65,191.36641123298443
AD66,391.264513418013
AD67,126.55162868255292
AD68,1104.6824503913726
AD69,201.310901775111
AD70,26.49783342105031
AD71,445.8002273631857
AD72,691.7764107288368
AD73,332.22702949860593
AD74,221.2546135464475
AD75,770.0236851940754
AD76,1400.352981286537
AD77,273.16095978215156
AD78,406.34184388893266
AD79,1501.1316954394738
AD80,759.3057502815839
AD81,1181.7922720050585
AD82,604.3480981724045
AD83,100.3557546477679
AD84,488.91119278670595
AD85,1028.8928042281032
AD86,510.79602392906264
AD87,534.321958596541
AD88,640.0336266520255
AD89,80.20847647963578
AD90,804.4058624649308
AD91,1380.2795536466351
AD92,205.83493492110267
AD93,568.5446241069676
AD94,529.9135751692581
AD95,145.68568306964525
AD96,685.1644264777788
AD97,341.3145547788769
AD98,1090.0567171657317
AD99,39.60563197554912
AD100,812.7860180441327
AD101,216.7909514212652
AD102,101.01089632916336
AD103,158.51526041983453
AD104,251.46678472922767
AD105,984.19503866895
AD106,874.4634843071036
AD107,1255.262976305174
AD108,1196.7776313887923
AD109,135.051975540095
AD110,637.3381053154401
AD111,504.5121561058433
AD112,1187.0485794229005
AD113,340.5578596177802
AD114,272.4966911932221
AD115,323.52747098247613
AD116,646.4375705002701
AD117,834.2511568159333
AD118,121.23295084759816
AD119,340.95484192044006
AD120,86.06111018603
AD121,97.74059222732167
AD122,626.2177013779507
AD123,33.85994471839235
AD124,582.0281135336462
AD125,601.9255884438985
AD126,421.826892075733
AD127,1264.585784420484
AD128,423.098778945491
AD129,656.9309959557945
AD130,270.661476024032
AD131,820.5322600998005
AD132,504.12574316597426
AD133,713.6771451901518
AD134,386.82794651518003
AD135,1550.2040160363613
AD136,780.4535612691162
AD137,457.06537332391395
AD138,822.3921087682378
AD139,1513.994265582078
AD140,396.62964751658285
AD141,81.08408700112713
AD142,803.7165183400737
AD143,134.5058131717409
AD144,132.46246100608482
AD145,180.2024123371728
AD146,1178.4192004300307
AD147,918.6269699051138
AD148,840.3448820978396
AD149,1088.8244706310152
AD150,735.5406462466354
AD151,258.4822993010375
AD152,1125.5384025213564
AD153,449.74504781132964
AD154,399.42850207889546
AD155,510.2209638793022
AD156,133.39925780224763
AD157,1326.73837779016
AD158,380.18477539235215
AD159,787.4178958958444
AD160,1196.582610573282
AD161,684.9734887142512
AD162,201.36465619770325
AD163,516.8840459836078
AD164,856.6163980202447
AD165,589.8029410170336
AD166,431.3843570692724
AD167,427.5312117219022
AD168,448.18402265732095
AD169,821.4415513933055
AD170,96.72133783009043
AD171,713.1978502087253
AD172,242.43680742510412
AD173,611.2277113834098
AD174,661.9508624355607
AD175,329.5790271002359
AD176,310.31573036845026
AD177,416.66096270875386
AD178,1231.4517794349208
AD179,872.4659215470555
AD180,76.044903353591
AD181,1277.6243779232943
AD182,248.5693928081164
AD183,75.12664754172974
AD184,1329.8874331614247
AD185,465.72647266878846
AD186,1293.8047210968982
AD187,532.3286988275178
AD188,88.45112934994826
AD189,1094.0338474299037
AD190,376.0216879167734
AD191,106.02608124866228
AD192,626.6289610493677
AD193,36.33434868661534
AD194,294.70110962934433
AD195,595.6827203890862
AD196,845.783484037302
AD197,1184.1305165416982
AD198,192.68684011531315
AD199,108.12195997288009
AD200,604.7599396555728
AD201,1198.362262292352
AD202,103.92268485356585
AD203,555.1284102833425
AD204,1120.5787408017302
AD205,175.04891008780334
AD206,306.4514311744282
AD207,834.8105352666134
AD208,722.4290755204851
AD209,629.23370151607
AD210,1898.802355142776
AD211,388.1979653498122
AD212,1112.184695351617
AD213,1327.8134112299986
AD214,392.29932266157743
AD215,601.0923752062773
AD216,47.61313657884358
AD217,1490.1052528445327
AD218,844.2074749317736
AD219,365.69522874479134
AD220,393.1949674406122
AD221,463.25510341233644
AD222,1310.086665773721
AD223,55.39549769089545
AD224,836.163798608615
AD225,479.63896174942084
AD226,1711.9005897504635
AD227,501.32773070874623
AD228,275.67592532600327
AD229,397.3173015986254
AD230,409.03152374736817
AD231,471.91085558260556
AD232,845.4352708028676
AD233,564.1443926953845
AD234,538.2922666063446
AD235,300.36255246461343
AD236,355.27485399022123
AD237,418.65166034842366
AD238,723.2611902957843
AD239,830.3642718916946
AD240,1579.7243635227842
AD241,653.9083757486549
AD242,89.91502091540686
AD243,897.7930987383453
AD244,625.3183721444227
AD245,301.2862692009926
AD246,619.9164361433877
AD247,1385.6466174381908
AD248,709.9590876367595
AD249,283.3538847714377
AD250,809.6131977793204
AD251,641.3170436777157
AD252,1382.733289889593
AD253,155.01704767715174
AD254,79.00062516085863
AD255,660.3145902974753
AD256,124.00130213435193
AD257,1691.7585558416235
AD258,567.0566942379478
AD259,241.1121332583664
AD260,680.9800541350809
AD261,149.79629208753903
AD262,45.19648831028536
AD263,670.6587244726886
AD264,329.8111925280471
AD265,697.5925341927183
AD266,292.0384815666532
AD267,135.8493863399581
AD268,1045.911296769535
AD269,775.3945651884594
AD270,1504.6743871025049
AD271,202.97381347363603
AD272,506.2369544683708
AD273,102.06949858630597
AD274,278.2025679758299
AD275,855.6823187033484
AD276,190.33533406250655
AD277,56.18203868018035
AD278,765.9882858075114
AD279,276.2757534767315
AD280,797.5759671781483
AD281,404.4565980663517
AD282,1378.873506856399
AD283,154.8819523116331
AD284,75.38034596634769
AD285,194.17781105650857
AD286,89.33326382351277
AD287,544.6850383141427
AD288,299.90610437218675
AD289,90.97069492091771
AD290,1729.3475057158932
AD291,180.57412195089876
AD292,844.1803812423651
AD293,737.7828176329028
AD294,797.3568712262928
AD295,267.7830455159037
AD296,538.3439946002148
AD297,48.28820316849578
AD298,761.2545906335024
AD299,886.1104575893334
AD300,308.9303895677766
AD301,154.78903624126383
AD302,368.6177295873386
AD303,492.3968192936222
AD304,963.8014658741231
AD305,587.1923152379882
AD306,396.45926897166834
AD307,185.24324306553999
AD308,387.20961028146894
AD309,207.17680222567975
AD310,576.1390628014016
AD311,722.3548047574186
AD312,1868.9811305650053
AD313,1385.0728712860737
AD314,150.6607152941494
AD315,703.1947214541967
AD316,529.560231626058
AD317,1223.9520718939775
AD318,512.4089881591179
AD319,344.54023338020403
AD320,464.3881435094112
AD321,1163.4023749067967
AD322,355.5594354330393
AD323,55.16948525875374
AD324,672.0295952671585
AD325,1240.5653851275272
AD326,466.64041399933166
AD327,1263.1221525099663
AD328,361.26283000092604
AD329,1163.7014310247841
AD330,820.9748484819152
AD331,451.66545359092413
AD332,470.54958444886586
AD333,397.0270392278125
AD334,387.51501130759027
AD335,259.0652273324488
AD336,81.86067086906014
AD337,509.4797842377369
AD338,241.36940208533338
AD339,1188.215216012276
AD340,483.08556898101915
AD341,414.9626933519154
AD342,361.96462184565667
AD343,91.99338622892215
AD344,1375.6803449348693
AD345,168.73413763301025
AD346,510.03413633969825
AD347,982.2162053659544
AD348,177.8519638683705
AD349,888.9022921453217
AD350,685.0371149365674
AD351,613.0139855586922
AD352,496.9284306578929
AD353,427.7411730912894
AD354,352.76885063635666
AD355,1548.9391351426261
AD356,429.15442151084824
AD357,71.8499123115581
AD358,502.8022361500248
AD359,147.48321647133844
AD360,788.4316330863932
AD361,159.8726092876328
AD362,178.9496759631672
AD363,838.1516077696413
AD364,665.6581861055239
AD365,211.42311128062403
AD366,169.98671300693192
AD367,266.8198292793133
AD368,161.4878906947764
AD369,429.2422286933119
AD370,555.7414128990233
AD371,59.58218984207639
AD372,1386.4033679335591
AD373,1404.5671306732468
AD374,217.02995471324638
AD375,792.8134395808539
AD376,676.4877583396134
AD377,1809.0501173953237
AD378,270.86411297025097
AD379,1244.9714004623022
AD380,101.49068539267527
AD381,242.03290610995208
AD382,270.4555312341543
AD383,202.6676753335735
AD384,169.70935501423332
AD385,175.20362807722012
AD386,765.4158422332054
AD387,288.4606690758405
AD388,883.7992773757975
AD389,710.9693096309551
AD390,618.9792174386108
AD391,775.7392592535898
AD392,904.8053810835679
AD393,1354.439083975554
AD394,132.52588659231986
AD395,339.5611366568983
AD396,174.8061476360012
AD397,958.2783246004271
AD398,398.9412904966567
AD399,1285.8761076557983
AD400,205.00860711271096
AD401,850.9880238026266
AD402,209.52617394253699
AD403,747.3245790010485
AD404,1313.267097447208
AD405,312.9917536643537
AD406,280.7248754672574
AD407,476.6647789878169
AD408,330.9364572126288
AD409,55.70078029751951
AD410,260.09535373723605
AD411,1009.6518223281632
AD412,184.5465278658921
AD413,80.84515873854319
AD414,374.0509455550737
AD415,641.9564328033597
AD416,227.4314449617633
AD417,485.29088726863085
AD418,339.8415952935313
AD419,551.2909585990578
AD420,168.99997409006096
AD421,640.5127895825667
AD422,49.903995219424225
AD423,888.5123254713726
AD424,359.63276796694345
AD425,573.8612461169581
AD426,325.3699769153661
AD427,291.43099881677347
AD428,1185.9403202881686
AD429,285.9893981309515
AD430,272.6477636246744
AD431,493.22576614998366
AD432,361.450999504029
AD433,1408.526545612283
AD434,428.81343626333773
AD435,542.1222096578387
AD436,84.39334487052842
AD437,248.3056336512371
AD438,577.5821134836679
AD439,75.53441494059773
AD440,80.0013081157428
AD441,437.9973310718688
AD442,352.5058941094629
AD443,470.3772439884286
AD444,284.1231285618069
AD445,964.2399884878745
AD446,259.54540519259973
AD447,1128.2726872223877
AD448,167.19472489726522
AD449,795.9544142831865
AD450,889.2178830892864
AD451,1140.5250152024676
AD452,643.6112762460536
AD453,383.73527757797723
AD454,502.18417933475206
AD455,711.6889133133187
AD456,246.61789608574404
AD457,177.22376348983693
AD458,60.1272229375222
AD459,213.61605670344886
AD460,1625.7260214124417
AD461,1423.3325048824363
AD462,571.3741680003382
AD463,1534.8013588961728
AD464,561.4882334847115
AD465,47.238412585529716
AD466,1304.5228558013578
AD467,1098.653578810423
AD468,178.8513224291649
AD469,339.04754217037765
AD470,1459.327508491173
AD471,399.2122469924845
AD472,548.9914317048568
AD473,199.86860475761816
AD474,670.1055728576935
AD475,930.0780492471889
AD476,1719.2210721244087
AD477,887.5275916322099
AD478,191.73606986665038
AD479,475.3787108139088
AD480,206.9718241297365
AD481,545.1874099547872
AD482,296.6417571985646
AD483,579.8531750828952
AD484,1354.0733810871743
AD485,1368.9822838425575
AD486,105.04337675915161
AD487,357.54941215977647
AD488,627.9013490245284
AD489,961.8003168218331
AD490,745.2451312488498
AD491,129.9898609533613
AD492,73.26040521275957
AD493,765.7890957213557
AD494,574.8410270886574
AD495,520.7769703113253
AD496,1221.6368241718978
AD497,694.4662911472437
AD498,621.2506872650896
AD499,567.0220048750318
AD500,516.1106662709484
AD501,549.1152781148307
AD502,610.7745263080349
AD503,711.5713410220322
AD504,575.9215129440155
AD505,406.2909237927309
AD506,1195.1164220597134
AD507,184.20721811638828
AD508,664.674778726776
AD509,672.4107098037853
AD510,123.76321938508104
AD511,97.60559763841903
AD512,502.89568236489015
AD513,264.5095326602031
AD514,89.8645245155322
AD515,138.37609266042392
AD516,347.37251256077303
